MAK,VehicleKnownOwnedNumber,NetWorth,Marital_S,Marital_M,Gardening,HomeImprovement,OutdoorsGrouping,NumberOfChildren,OwnerRenter,SingleParent,HomeImprovementDIY
7925940165,2.0,9.0,True,False,0,1,0,0.0,1,0,0
1698034462,3.0,9.0,True,False,0,0,1,1.0,1,1,0
5353938664,0.0,7.0,True,False,0,0,1,0.0,0,0,0
7125969696,0.0,9.0,False,True,1,1,1,1.0,1,0,0
8484446657,0.0,9.0,False,True,1,1,1,0.0,1,0,0
8012671235,1.0,9.0,True,False,1,1,1,2.0,1,1,1
5706055845,1.0,8.0,True,False,1,0,0,1.0,0,1,0
3610689240,0.0,9.0,False,True,1,1,1,0.0,1,0,1
6086486214,0.0,9.0,False,False,0,0,0,0.0,0,0,0
4484862290,0.0,4.0,False,False,0,0,0,0.0,0,0,0
8298631546,0.0,8.0,False,True,1,1,1,1.0,1,0,0
6078121441,0.0,9.0,False,True,1,1,1,0.0,1,0,0
9500999568,0.0,9.0,True,False,1,0,0,1.0,1,1,0
7376183071,0.0,9.0,True,False,0,0,0,0.0,0,0,0
1504024842,1.0,9.0,False,True,1,1,1,0.0,1,0,1
3296726638,0.0,9.0,False,True,0,0,0,1.0,1,0,0
9016056789,1.0,9.0,False,True,1,1,1,1.0,1,0,0
4519944053,0.0,9.0,True,False,1,1,1,0.0,1,0,0
7395080163,0.0,9.0,False,True,1,1,1,0.0,1,0,1
3030117743,3.0,9.0,False,True,1,1,1,3.0,1,0,1
3542712477,0.0,9.0,False,True,1,1,1,2.0,1,0,0
8316323283,3.0,9.0,True,False,1,1,1,3.0,1,1,1
1984003410,0.0,3.0,False,False,1,1,1,0.0,0,0,0
9634754212,1.0,9.0,False,True,0,0,1,0.0,1,0,0
3669263780,3.0,9.0,False,True,0,0,1,0.0,1,0,0
6972512422,1.0,9.0,False,True,1,0,1,0.0,1,0,1
4749849468,1.0,9.0,False,True,1,1,0,0.0,1,0,0
7801248879,0.0,9.0,True,False,0,0,0,0.0,0,0,0
4597730307,1.0,9.0,False,True,1,1,1,0.0,1,0,0
8357794979,0.0,9.0,False,True,1,1,0,0.0,1,0,1
1553927070,2.0,9.0,False,True,1,1,1,3.0,1,0,1
3127175094,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5864096586,1.0,9.0,True,False,1,1,1,0.0,1,0,0
5168811360,0.0,9.0,False,True,0,0,0,0.0,1,0,1
2670278577,1.0,9.0,False,True,1,1,1,0.0,1,0,0
4445128952,0.0,9.0,False,False,0,0,0,0.0,0,0,0
9082889354,1.0,9.0,False,True,1,1,1,2.0,1,0,1
4992799428,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5566083787,0.0,9.0,False,True,1,1,0,0.0,1,0,0
5922543739,0.0,9.0,False,True,1,1,1,0.0,1,0,0
9781290389,0.0,6.0,False,False,0,1,0,0.0,1,0,0
4646533364,0.0,9.0,True,False,1,1,1,1.0,1,1,1
7145770128,0.0,9.0,True,False,1,0,1,2.0,1,1,1
3367420362,0.0,9.0,True,False,1,1,1,0.0,1,0,0
4406609469,0.0,9.0,False,False,0,0,0,0.0,1,0,0
7726696271,1.0,6.0,False,True,1,1,1,0.0,1,0,0
2340506294,1.0,9.0,True,False,0,0,0,2.0,1,1,0
7669226680,0.0,9.0,False,True,1,1,1,2.0,1,0,0
2741353791,0.0,9.0,False,True,1,1,1,0.0,1,0,0
7830291404,0.0,6.0,False,False,0,0,0,0.0,1,0,0
2853176699,2.0,9.0,True,False,1,1,1,0.0,1,0,1
8011773096,3.0,9.0,False,True,1,0,1,0.0,1,0,1
3513135970,0.0,4.0,True,False,1,1,1,0.0,0,0,1
6856259276,0.0,9.0,False,True,0,0,1,0.0,0,0,0
9314753257,0.0,9.0,False,True,1,0,1,0.0,1,0,1
6085380253,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5634398360,0.0,9.0,True,False,1,1,1,0.0,1,0,1
6360085870,1.0,9.0,True,False,0,0,0,0.0,1,0,0
6648393838,0.0,9.0,True,False,0,0,0,0.0,0,0,0
9142314418,0.0,6.0,False,False,0,0,0,0.0,0,0,0
2684432407,2.0,9.0,False,True,1,1,0,2.0,1,0,0
8521502865,1.0,9.0,False,True,1,0,1,0.0,1,0,1
6779890788,0.0,9.0,True,False,1,0,0,0.0,1,0,0
3668875979,0.0,9.0,True,False,1,1,0,1.0,1,1,0
8662202179,0.0,9.0,True,False,0,0,0,0.0,1,0,0
8069096037,1.0,9.0,False,True,1,1,1,0.0,1,0,1
1697526571,0.0,8.0,False,False,0,0,0,0.0,0,0,0
2000949005,0.0,9.0,False,True,1,1,1,3.0,1,0,0
8764593936,0.0,9.0,False,True,1,0,1,0.0,1,0,1
6297531292,1.0,9.0,False,True,1,0,1,1.0,1,0,1
7306230644,0.0,9.0,True,False,1,1,0,0.0,1,0,0
4464641408,0.0,9.0,False,True,1,1,1,2.0,1,0,1
2871012864,0.0,8.0,True,False,0,0,0,0.0,1,0,0
1718387432,0.0,9.0,False,False,0,0,0,0.0,1,0,0
1344554528,0.0,9.0,False,False,0,0,0,0.0,1,0,0
9467090469,1.0,4.0,False,False,0,0,0,0.0,0,0,0
1878032674,1.0,9.0,True,False,1,1,1,1.0,1,1,0
9548743107,0.0,9.0,True,False,1,0,1,0.0,0,0,0
6425437852,0.0,9.0,False,True,0,1,0,0.0,1,0,0
7633521781,0.0,9.0,True,False,1,1,1,2.0,1,1,0
7351932625,3.0,9.0,False,True,1,1,1,0.0,1,0,1
5984614100,0.0,9.0,True,False,1,1,1,1.0,1,1,0
7852860157,1.0,4.0,True,False,0,0,1,1.0,1,1,0
8358711132,0.0,9.0,True,False,1,0,1,0.0,1,0,0
1072565899,0.0,9.0,True,False,1,1,1,0.0,1,0,1
2949140127,0.0,9.0,False,True,1,1,1,1.0,1,0,1
8437089554,2.0,9.0,True,False,1,1,1,0.0,1,0,0
6014415018,1.0,9.0,True,False,0,0,0,0.0,1,0,0
8409319746,3.0,9.0,False,True,1,1,1,0.0,1,0,0
4511041903,0.0,9.0,False,True,1,0,0,3.0,1,0,0
5582455704,0.0,8.0,True,False,1,1,0,0.0,0,0,0
4673026922,1.0,8.0,False,True,1,0,1,0.0,1,0,0
3902902897,1.0,9.0,False,True,1,1,1,0.0,1,0,0
3112483809,0.0,9.0,False,True,0,0,0,0.0,1,0,1
7886788899,1.0,9.0,False,True,1,1,1,2.0,1,0,1
3085694014,0.0,9.0,False,True,0,1,1,4.0,1,0,0
8735747125,0.0,9.0,True,False,1,1,0,0.0,1,0,0
3902902897,1.0,9.0,False,True,1,1,1,0.0,1,0,0
8922605617,1.0,9.0,True,False,1,1,1,0.0,1,0,0
8022377766,1.0,9.0,True,False,0,0,0,3.0,1,1,0
5227500589,0.0,8.0,False,True,1,1,1,0.0,1,0,1
6036345676,1.0,9.0,True,False,1,1,1,0.0,1,0,1
5932995833,0.0,9.0,False,True,1,0,1,1.0,1,0,0
3792692203,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9795994522,0.0,9.0,True,False,0,1,1,0.0,1,0,0
7014581778,0.0,9.0,False,True,0,0,0,0.0,1,0,0
6106043747,0.0,9.0,False,True,1,1,1,0.0,1,0,1
3245895761,3.0,9.0,False,False,1,1,0,0.0,1,0,0
2420460359,0.0,9.0,False,True,1,1,1,2.0,1,0,1
4681360592,1.0,9.0,False,True,0,1,1,0.0,1,0,0
4863849888,0.0,9.0,True,False,1,1,1,0.0,1,0,0
4501663546,2.0,9.0,False,True,1,1,1,0.0,1,0,1
4421964397,0.0,9.0,False,True,1,1,1,1.0,1,0,0
1877362850,2.0,9.0,False,True,1,1,1,2.0,1,0,0
6194202317,1.0,9.0,False,True,1,1,1,1.0,1,0,0
4770550178,0.0,9.0,True,False,1,1,0,1.0,1,1,0
7591578085,0.0,9.0,False,True,1,1,0,2.0,1,0,0
5583598381,0.0,9.0,False,True,1,1,1,2.0,1,0,1
1846664184,0.0,9.0,False,False,0,0,0,0.0,0,0,0
9598020163,0.0,9.0,False,True,1,1,1,1.0,1,0,0
7802578222,2.0,9.0,False,True,0,1,0,0.0,1,0,0
7666810488,1.0,9.0,False,True,1,1,1,0.0,1,0,1
9399146944,1.0,9.0,True,False,1,1,1,0.0,1,0,0
2495529402,0.0,9.0,False,True,1,0,1,0.0,1,0,1
9448891995,1.0,2.0,True,False,0,0,1,0.0,1,0,0
3005072154,1.0,9.0,True,False,0,0,0,0.0,1,0,1
5551206403,0.0,9.0,True,False,1,1,1,0.0,0,0,0
1938427285,0.0,9.0,True,False,1,1,1,0.0,1,0,0
1246933002,0.0,8.0,False,True,0,0,1,0.0,1,0,0
6773432124,0.0,9.0,False,True,1,0,1,0.0,1,0,0
7825341169,0.0,9.0,False,True,1,1,1,1.0,1,0,0
2897549283,1.0,9.0,False,True,1,0,0,1.0,1,0,0
3910247641,0.0,9.0,False,True,1,0,1,0.0,1,0,1
3833775628,0.0,9.0,False,True,1,1,1,1.0,1,0,1
1001631883,1.0,9.0,False,True,1,1,1,0.0,0,0,1
8999471346,0.0,9.0,True,False,1,1,0,0.0,1,0,0
2398906322,0.0,9.0,False,True,1,1,0,1.0,0,0,0
1632961789,0.0,9.0,False,False,0,0,0,0.0,0,0,0
4064387042,0.0,9.0,True,False,1,1,1,0.0,1,0,1
9766218816,2.0,9.0,False,True,1,1,1,0.0,1,0,1
7553991607,1.0,9.0,False,True,1,1,1,4.0,1,0,0
2173191548,0.0,9.0,False,True,1,1,1,4.0,1,0,0
8662279829,0.0,8.0,True,False,0,0,0,0.0,0,0,0
2422429888,1.0,9.0,False,True,1,1,0,1.0,1,0,0
1584154539,0.0,9.0,False,True,0,1,1,0.0,1,0,0
4272687749,0.0,9.0,False,True,1,0,1,0.0,1,0,0
8306342035,0.0,9.0,True,False,1,1,0,1.0,1,1,0
6927926884,1.0,9.0,True,False,1,1,1,0.0,0,0,1
2275922092,0.0,8.0,True,False,0,1,0,0.0,0,0,1
8639615654,0.0,9.0,False,True,1,0,1,1.0,1,0,0
9789501284,0.0,4.0,False,False,0,0,0,0.0,0,0,0
3397715669,0.0,4.0,False,False,0,0,0,0.0,0,0,0
2870065282,0.0,7.0,True,False,1,1,1,0.0,1,0,1
9076842551,0.0,9.0,True,False,1,0,1,0.0,1,0,0
8260793557,0.0,9.0,False,False,0,0,0,0.0,0,0,0
9477949908,1.0,9.0,True,False,1,1,1,1.0,0,1,0
6202198559,1.0,9.0,False,True,1,1,1,3.0,1,0,0
4758616506,0.0,9.0,False,True,1,1,1,0.0,1,0,1
7440039531,2.0,9.0,False,True,1,1,1,0.0,1,0,1
2543163660,0.0,9.0,False,False,0,0,0,0.0,0,0,0
1714585577,0.0,9.0,True,False,1,1,1,0.0,1,0,1
9174729404,1.0,9.0,True,False,1,1,0,0.0,0,0,0
8593578433,3.0,9.0,False,True,1,1,1,1.0,1,0,1
9521397214,0.0,9.0,False,True,1,1,0,4.0,1,0,1
9910664290,0.0,7.0,True,False,0,1,1,0.0,0,0,0
3701215236,0.0,7.0,True,False,0,0,0,2.0,1,1,0
2512616773,3.0,9.0,False,True,1,0,1,0.0,1,0,0
8988025490,2.0,9.0,False,True,1,0,1,2.0,1,0,1
5360218569,2.0,9.0,True,False,1,1,1,0.0,1,0,1
1482132525,0.0,7.0,True,False,1,0,1,0.0,0,0,1
8762001471,1.0,9.0,False,True,1,1,1,0.0,1,0,1
6870349808,2.0,8.0,False,True,1,1,0,0.0,0,0,1
3203046198,0.0,9.0,True,False,0,0,0,0.0,1,0,0
9827656902,3.0,9.0,False,True,0,1,1,3.0,1,0,0
9507422490,1.0,9.0,False,True,1,1,1,0.0,1,0,1
4322683497,0.0,8.0,False,True,0,0,0,1.0,0,0,0
6853709528,0.0,9.0,True,False,1,1,1,0.0,1,0,0
6011085692,0.0,9.0,True,False,1,1,0,4.0,1,1,1
3498558711,1.0,9.0,True,False,1,1,0,0.0,1,0,0
4055224891,0.0,9.0,False,False,0,0,0,0.0,1,0,0
7800996664,2.0,9.0,False,True,1,1,1,4.0,1,0,1
9306370328,0.0,9.0,True,False,1,0,1,0.0,1,0,0
3965162513,0.0,9.0,False,False,0,0,0,0.0,0,0,0
2511865199,0.0,9.0,False,True,1,1,1,1.0,1,0,1
1053825423,2.0,8.0,False,True,0,0,1,0.0,0,0,0
5640827956,3.0,9.0,True,False,1,1,1,1.0,1,1,0
3219931679,1.0,9.0,True,False,1,1,1,0.0,1,0,0
6350916845,0.0,9.0,False,True,1,1,1,3.0,1,0,1
7936361253,0.0,9.0,True,False,1,1,1,0.0,1,0,1
3724095415,0.0,9.0,False,True,1,1,1,0.0,1,0,1
7952491179,0.0,9.0,True,False,0,1,0,1.0,1,1,1
6702493196,3.0,9.0,True,False,1,0,1,0.0,1,0,1
1569078783,0.0,6.0,False,False,0,0,0,0.0,0,0,0
9953130195,0.0,9.0,False,False,0,0,0,0.0,0,0,0
8415220243,0.0,9.0,True,False,1,0,1,0.0,0,0,0
9574236951,0.0,9.0,True,False,1,1,1,0.0,1,0,1
2028655279,0.0,5.0,False,False,1,0,0,0.0,1,0,1
2909495554,1.0,9.0,False,True,1,0,1,0.0,0,0,0
8833942387,1.0,9.0,True,False,1,0,0,1.0,0,1,0
6511130119,0.0,9.0,True,False,0,0,0,0.0,1,0,0
5458319680,0.0,9.0,False,False,0,0,0,0.0,0,0,0
1435144757,0.0,9.0,False,True,1,0,1,1.0,1,0,1
7553991607,1.0,9.0,False,True,1,1,1,4.0,1,0,0
1751337688,0.0,8.0,False,False,0,0,0,0.0,0,0,0
2500403328,0.0,9.0,False,True,1,1,1,0.0,1,0,0
9865922750,0.0,9.0,False,True,1,1,0,0.0,1,0,0
7696294941,2.0,9.0,False,True,0,0,1,0.0,1,0,0
3650859913,0.0,8.0,True,False,1,0,1,0.0,0,0,1
8573057886,1.0,9.0,False,True,0,1,1,2.0,1,0,0
1551015076,0.0,9.0,True,False,1,1,0,1.0,1,1,1
1473823533,1.0,9.0,False,True,1,1,1,3.0,1,0,1
2487002404,1.0,9.0,False,True,1,1,1,3.0,1,0,1
2330869141,1.0,8.0,False,True,1,1,0,2.0,1,0,1
2467778804,0.0,9.0,False,False,0,0,0,0.0,0,0,0
8661339755,0.0,8.0,True,False,0,0,0,0.0,0,0,0
9610208190,2.0,9.0,False,True,1,1,1,0.0,1,0,0
4164442632,0.0,9.0,False,False,0,0,0,0.0,0,0,0
7387373676,0.0,7.0,False,False,0,0,0,0.0,0,0,0
6386171461,1.0,8.0,False,True,0,0,0,0.0,1,0,0
3022327393,0.0,9.0,True,False,1,1,1,2.0,1,1,0
7688049156,0.0,9.0,True,False,1,1,1,0.0,0,0,1
8952261222,0.0,9.0,False,True,0,1,1,0.0,1,0,0
7803455395,1.0,9.0,False,True,1,1,1,0.0,1,0,0
2124990297,0.0,9.0,False,True,1,1,1,0.0,1,0,0
5987207855,0.0,5.0,False,True,1,1,0,0.0,0,0,1
6187562763,0.0,9.0,False,True,1,0,1,1.0,1,0,1
5898318423,0.0,9.0,True,False,0,0,0,1.0,1,1,0
9730126341,0.0,9.0,False,True,1,1,1,2.0,1,0,1
6819511225,3.0,9.0,False,True,0,0,1,0.0,0,0,0
6025761386,0.0,6.0,False,False,0,0,0,0.0,0,0,0
2650154440,0.0,9.0,False,True,0,0,1,1.0,1,0,1
2324932622,0.0,9.0,False,True,1,1,1,0.0,1,0,0
6134470740,0.0,9.0,True,False,1,1,1,0.0,1,0,0
1130296847,0.0,7.0,False,True,0,0,0,0.0,0,0,0
2061860343,0.0,9.0,False,True,1,1,1,1.0,1,0,0
5643948381,0.0,9.0,False,True,1,1,1,3.0,1,0,0
5272508542,3.0,9.0,False,True,1,0,1,0.0,1,0,0
7530257570,0.0,9.0,False,True,1,1,1,0.0,1,0,1
6682710123,0.0,9.0,False,True,1,1,1,1.0,1,0,1
1008885828,0.0,9.0,True,False,1,1,1,2.0,1,1,1
2278563761,0.0,7.0,False,True,0,0,0,0.0,0,0,0
2405172424,1.0,8.0,True,False,0,1,0,1.0,0,1,0
5246806665,1.0,8.0,True,False,1,1,1,0.0,0,0,1
2098406987,2.0,9.0,False,True,1,1,1,2.0,1,0,0
2711321131,2.0,9.0,False,True,1,1,1,0.0,1,0,1
6600237841,0.0,7.0,True,False,1,0,0,0.0,1,0,1
2553270325,0.0,9.0,True,False,1,0,1,0.0,1,0,0
7085897233,0.0,9.0,False,False,0,0,0,0.0,0,0,0
1334677435,0.0,9.0,False,True,1,1,1,2.0,1,0,1
1062857528,0.0,9.0,True,False,1,1,1,1.0,1,1,0
5569362508,2.0,9.0,False,True,0,1,1,1.0,1,0,0
6640707809,0.0,3.0,True,False,0,0,1,0.0,0,0,0
7859281987,2.0,7.0,False,True,1,1,1,0.0,0,0,1
2224874191,0.0,9.0,True,False,1,1,1,0.0,0,0,0
8590941520,0.0,9.0,False,True,1,1,0,0.0,1,0,1
8784402321,0.0,9.0,False,True,1,1,1,0.0,0,0,1
2783743781,0.0,2.0,True,False,0,0,1,0.0,0,0,0
9318667118,1.0,9.0,True,False,0,1,0,0.0,1,0,0
7496410035,0.0,7.0,True,False,1,1,1,0.0,1,0,0
8194513061,1.0,9.0,True,False,1,1,1,3.0,1,1,1
8557970839,0.0,9.0,False,True,1,1,1,5.0,1,0,0
9943656496,2.0,9.0,False,True,1,1,1,0.0,1,0,0
8443983632,1.0,9.0,False,True,1,0,1,0.0,1,0,0
2505454119,0.0,9.0,False,True,1,1,1,1.0,1,0,0
7308215264,3.0,9.0,False,True,1,1,1,1.0,1,0,1
6807210637,0.0,6.0,False,True,1,0,1,1.0,0,0,0
4492322113,0.0,8.0,False,True,1,1,1,0.0,1,0,1
3988087089,1.0,9.0,False,True,1,1,1,1.0,1,0,0
2735236692,0.0,9.0,False,True,1,1,1,5.0,1,0,1
9345430510,0.0,9.0,True,False,1,0,1,0.0,1,0,0
7193857033,0.0,9.0,True,False,0,0,0,0.0,1,0,0
1390037768,0.0,2.0,True,False,1,1,0,3.0,0,1,0
4334309673,1.0,9.0,False,True,1,1,1,1.0,1,0,1
2470851270,1.0,9.0,True,False,0,0,0,0.0,1,0,0
7304332485,0.0,9.0,False,True,1,1,1,0.0,1,0,0
1849014573,0.0,6.0,True,False,1,0,1,0.0,0,0,0
2408277935,1.0,9.0,False,True,0,0,1,0.0,1,0,0
2278563761,0.0,8.0,True,False,0,0,0,1.0,0,1,0
7704572518,0.0,9.0,False,True,1,1,1,1.0,1,0,0
5807718809,0.0,9.0,True,False,0,1,0,0.0,1,0,1
2191515681,0.0,9.0,False,True,1,1,1,3.0,1,0,1
1382247920,1.0,9.0,False,True,0,0,0,0.0,1,0,0
1382247920,0.0,9.0,False,False,0,0,0,0.0,0,0,0
7587872762,0.0,8.0,False,False,1,0,0,0.0,0,0,0
9791936687,1.0,9.0,True,False,1,1,1,3.0,1,1,0
3384548477,1.0,9.0,False,True,0,1,1,1.0,1,0,1
3706641931,0.0,9.0,False,True,1,0,0,0.0,1,0,0
9239556772,0.0,9.0,False,True,0,0,0,0.0,1,0,0
9675677917,1.0,9.0,True,False,0,0,0,0.0,1,0,0
1514667890,0.0,9.0,False,True,1,1,1,0.0,1,0,0
7775988175,0.0,9.0,False,True,1,0,1,1.0,1,0,0
7158521142,0.0,9.0,False,True,1,0,1,1.0,1,0,0
5373513946,3.0,9.0,False,True,1,1,1,0.0,1,0,1
8080649999,0.0,9.0,False,True,1,0,1,1.0,1,0,0
2938893598,1.0,9.0,False,True,1,1,1,4.0,1,0,1
8103814669,1.0,9.0,True,False,1,0,0,0.0,1,0,1
8975862678,0.0,9.0,False,True,1,1,1,0.0,1,0,1
1129359101,0.0,9.0,True,False,1,1,0,0.0,1,0,0
1368301475,1.0,9.0,False,True,1,1,1,4.0,1,0,0
8694754675,0.0,9.0,True,False,1,1,1,0.0,1,0,1
7629961417,1.0,9.0,False,True,0,0,0,1.0,1,0,0
4624238988,0.0,8.0,False,False,0,0,0,0.0,0,0,0
3244689804,0.0,9.0,False,False,0,0,0,2.0,1,0,0
6486533839,2.0,9.0,False,True,1,1,0,2.0,1,0,0
8361997481,3.0,9.0,True,False,1,1,1,0.0,1,0,0
9582215476,0.0,9.0,True,False,0,0,0,0.0,1,0,0
4612996329,0.0,5.0,True,False,1,1,1,0.0,0,0,1
8660141924,2.0,9.0,False,True,1,1,1,2.0,1,0,1
3452189448,0.0,2.0,False,True,0,0,1,0.0,0,0,0
7478798038,0.0,9.0,False,True,1,0,1,0.0,1,0,0
4647066279,0.0,7.0,False,False,0,0,0,0.0,0,0,0
6852913098,0.0,9.0,True,False,1,1,1,1.0,1,1,0
1457190262,1.0,9.0,False,True,1,1,1,4.0,1,0,0
7867460121,0.0,9.0,True,False,1,0,1,0.0,1,0,0
3221151315,0.0,9.0,False,True,1,1,1,2.0,1,0,1
1405802032,0.0,9.0,False,True,1,1,1,1.0,1,0,1
4447951219,0.0,9.0,False,True,1,1,1,1.0,1,0,1
6162676940,0.0,1.0,True,False,1,0,0,0.0,0,0,0
9540647552,0.0,9.0,False,True,1,0,1,1.0,1,0,1
5871593412,3.0,9.0,False,True,1,1,1,0.0,1,0,1
9395419027,0.0,9.0,True,False,0,0,1,0.0,0,0,0
2869285349,2.0,8.0,False,True,1,1,1,0.0,1,0,0
8130999956,0.0,9.0,False,False,0,0,0,0.0,0,0,0
2413312650,0.0,9.0,True,False,1,1,1,0.0,1,0,0
3721413673,0.0,9.0,True,False,1,1,1,0.0,1,0,0
8994910514,0.0,9.0,False,True,1,1,1,0.0,0,0,0
5270547799,0.0,8.0,False,True,1,1,1,0.0,1,0,0
8127652635,0.0,9.0,False,True,0,0,0,2.0,1,0,0
6938282212,1.0,9.0,False,True,0,0,1,4.0,0,0,0
8081430043,0.0,9.0,False,False,0,0,0,0.0,0,0,0
3779146715,0.0,9.0,True,False,0,0,0,1.0,1,1,0
3264894723,0.0,9.0,True,False,0,1,1,0.0,1,0,0
1000990302,0.0,9.0,False,True,0,1,0,1.0,1,0,0
2105604672,0.0,9.0,False,False,0,0,0,1.0,1,0,1
6834980961,0.0,9.0,True,False,1,1,1,4.0,1,1,1
5510948021,1.0,9.0,False,True,1,1,1,0.0,1,0,0
5219511954,0.0,9.0,True,False,1,1,1,1.0,1,1,1
7351932625,3.0,9.0,False,True,1,1,1,0.0,1,0,1
7763715819,0.0,9.0,True,False,1,1,1,0.0,1,0,0
1647512812,0.0,9.0,False,True,1,1,1,0.0,1,0,1
4401779579,0.0,9.0,False,True,1,1,1,0.0,1,0,0
3836431532,0.0,9.0,True,False,1,1,0,0.0,1,0,1
4507625287,0.0,4.0,True,False,1,0,1,0.0,0,0,0
8326918938,1.0,4.0,False,True,0,0,1,0.0,0,0,1
7938182276,1.0,9.0,False,True,1,1,1,1.0,1,0,1
2398849840,0.0,9.0,True,False,1,1,1,3.0,1,1,1
5018635021,0.0,9.0,False,False,0,0,0,0.0,1,0,0
6260387316,0.0,9.0,False,False,0,0,0,0.0,0,0,0
3570114178,0.0,9.0,False,False,0,0,0,0.0,0,0,0
8816001900,3.0,9.0,False,True,1,0,1,1.0,1,0,0
8947425693,1.0,9.0,False,True,1,1,1,1.0,1,0,1
1095430395,0.0,8.0,True,False,1,0,1,1.0,1,1,0
2093599770,1.0,9.0,False,True,1,1,1,3.0,1,0,0
1296402559,1.0,9.0,True,False,0,0,1,0.0,0,0,0
2545327840,0.0,7.0,False,True,1,1,1,0.0,0,0,0
8605681383,0.0,7.0,True,False,1,1,0,0.0,0,0,0
9849848774,0.0,9.0,True,False,1,1,1,1.0,1,1,1
5471810474,0.0,9.0,False,False,1,0,1,0.0,0,0,0
9949877578,0.0,9.0,True,False,1,1,1,0.0,1,0,1
6588130501,3.0,9.0,True,False,1,1,1,1.0,1,1,0
8540617057,1.0,9.0,True,False,0,0,1,2.0,1,1,0
3360051414,0.0,9.0,False,True,1,1,1,0.0,1,0,0
9091565407,2.0,9.0,False,True,1,1,1,0.0,0,0,0
2362348135,0.0,8.0,False,True,1,1,1,0.0,0,0,0
9527917935,1.0,9.0,False,True,1,0,0,0.0,1,0,1
5449565773,3.0,9.0,False,True,1,1,0,1.0,1,0,0
6773102359,2.0,9.0,False,True,1,1,1,4.0,1,0,1
9536451877,0.0,9.0,False,True,1,1,0,1.0,1,0,0
9166142161,0.0,8.0,False,True,1,1,1,1.0,1,0,1
6781550725,1.0,6.0,True,False,0,0,1,0.0,0,0,1
4094238016,0.0,9.0,True,False,0,0,0,0.0,1,0,0
9597902973,1.0,9.0,True,False,1,1,1,0.0,1,0,1
4594435985,1.0,9.0,False,True,1,1,0,0.0,1,0,0
8928192666,0.0,9.0,True,False,0,0,0,0.0,1,0,0
5986152900,0.0,4.0,False,False,0,0,0,0.0,0,0,0
5515646416,0.0,9.0,False,True,1,1,1,1.0,1,0,0
3198098852,1.0,9.0,False,True,1,1,0,0.0,1,0,1
4715437055,1.0,9.0,False,True,1,1,1,0.0,1,0,0
5083416469,0.0,9.0,True,False,1,1,0,0.0,1,0,0
4717587226,1.0,5.0,True,False,0,0,0,0.0,1,0,0
5803801361,1.0,9.0,False,True,1,1,1,3.0,1,0,0
8029545052,0.0,7.0,False,False,1,0,0,0.0,0,0,0
2849197941,0.0,9.0,True,False,0,0,1,0.0,1,0,1
3119228393,2.0,9.0,True,False,1,1,1,0.0,1,0,0
4051201040,0.0,9.0,False,True,1,1,1,0.0,1,0,1
1415705246,0.0,8.0,True,False,1,1,1,0.0,0,0,0
1532607446,0.0,9.0,True,False,1,1,1,2.0,1,1,0
3541469029,0.0,8.0,False,False,0,0,0,0.0,0,0,0
6875947813,3.0,9.0,False,True,1,1,1,0.0,1,0,0
7351815344,0.0,8.0,False,False,0,0,0,0.0,0,0,0
2112073660,0.0,8.0,True,False,1,1,0,1.0,1,1,0
6496869619,1.0,9.0,True,False,1,1,0,0.0,1,0,0
4990640756,0.0,9.0,False,True,1,1,1,0.0,1,0,0
7085078359,0.0,9.0,False,True,1,1,1,0.0,1,0,0
4272148160,0.0,7.0,True,False,1,1,0,0.0,0,0,0
2015058996,2.0,9.0,True,False,1,1,1,0.0,1,0,0
7140406919,1.0,9.0,False,True,1,0,1,0.0,1,0,0
8460529728,1.0,6.0,True,False,1,0,0,2.0,0,1,0
1154116939,1.0,9.0,True,False,1,1,1,0.0,1,0,0
1018981985,0.0,9.0,False,True,1,1,1,0.0,1,0,1
7688736450,2.0,9.0,False,True,1,1,1,0.0,1,0,1
9998170108,1.0,8.0,True,False,0,0,1,0.0,1,0,0
9242811852,0.0,4.0,True,False,1,1,1,1.0,1,1,1
6052600959,0.0,8.0,False,False,0,0,0,0.0,1,0,0
6189938722,0.0,9.0,False,False,1,1,1,0.0,1,0,1
4654611674,0.0,8.0,True,False,1,1,1,1.0,1,1,0
5221211391,0.0,9.0,True,False,1,1,1,2.0,1,1,0
8535644276,0.0,5.0,True,False,1,1,0,0.0,1,0,0
2632360175,0.0,9.0,True,False,0,1,0,0.0,0,0,0
1712123742,1.0,9.0,True,False,1,1,1,0.0,1,0,0
6552598567,0.0,9.0,False,True,1,1,1,0.0,1,0,1
4170945644,0.0,9.0,False,False,0,1,1,1.0,1,1,0
1065801654,1.0,9.0,True,False,0,0,1,0.0,1,0,0
6993224231,0.0,9.0,True,False,1,0,0,1.0,1,1,0
8663627473,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9796709366,0.0,9.0,False,True,1,1,1,1.0,1,0,1
2227124776,1.0,9.0,True,False,1,0,0,0.0,1,0,0
8668387697,0.0,9.0,False,True,0,0,0,0.0,1,0,0
4651716177,0.0,9.0,False,False,0,0,0,0.0,0,0,0
7658181537,0.0,9.0,True,False,1,1,1,0.0,1,0,0
6929610106,0.0,9.0,True,False,1,0,1,1.0,0,1,0
